Activity Date,Activity Month,Activity Type,Campaign Duration (bin),Campaign ID,Campaign Name,Campaign Objective,Channel,Conversion Funnel Stage,Marketing metrics Discrete,Source,Target Audience,Visibility,AVG(0),Campaign Duration,Clicks,Conversion Rate,Conversions,Cost,Cost Per Conversion,Engagement Rate,Engagement Time,Impressions,Marketing metrics,MIN(1),Revenue,ROI
1/25/2023,January,Conversion,63,Campaign-1842wz,Grass-roots coherent matrix,Sales Conversion,Instagram,Decision,Impressions,SEO,Returning Customers,Restricted,0,65,91,0.09,12,407.9,33.99166667,0.64,167,945,945,1,935.88,-79.28
11/6/2022,November,Click,68,Campaign-0808BR,Extended discrete groupware,Sales Conversion,Google Ads,Awareness,Impressions,Referral,Subscribers,Public,0,72,91,0.02,12,391.21,32.60083333,0.93,31,1012,1012,1,1696.84,192.29
1/20/2023,January,Conversion,63,Campaign-1438tV,Cross-group bi-directional firmware,Lead Generation,Twitter,Decision,Impressions,Direct,Segmented Audience,Public,0,67,101,0.12,10,489.4,48.94,0.61,88,934,934,1,706.16,83.53
4/5/2022,April,Click,74,Campaign-1186RJ,Pre-emptive maximized function,Sales Conversion,Facebook,Decision,Impressions,PPC,Returning Customers,Public,0,75,121,0.13,5,541.54,108.308,0.72,145,1002,1002,1,783.11,-22.71
10/1/2023,October,Ad Display,47,Campaign-5221sU,Operative value-added hierarchy,Lead Generation,LinkedIn,Decision,Impressions,Social Media,Segmented Audience,Private,0,51,101,0.15,7,670.38,95.76857143,0.18,87,1010,1010,1,1356.68,234.26
9/25/2022,September,Conversion,84,Campaign-4274pI,Reduced needs-based contingency,Lead Generation,Instagram,Decision,Impressions,Social Media,Segmented Audience,Private,0,87,103,0.11,12,301.62,25.135,0.41,269,1012,1012,1,507.02,228.94
5/5/2023,May,Ad Display,58,Campaign-9317Zm,Cross-group zero-defect capability,Brand Awareness,Google Ads,Awareness,Impressions,Direct,Subscribers,Public,0,62,105,0.05,7,455.66,65.09428571,0.43,97,1007,1007,1,990.88,-14.72
2/28/2022,February,Ad Display,32,Campaign-5645gY,De-engineered impactful flexibility,Brand Awareness,Facebook,Consideration,Impressions,Email,Subscribers,Private,0,36,97,0.06,14,535.17,38.22642857,0.34,126,1012,1012,1,1229.33,-82.38
2/18/2023,February,Engagement,16,Campaign-2758ie,Configurable needs-based parallelism,Lead Generation,Instagram,Decision,Impressions,PPC,Returning Customers,Private,0,16,103,0.17,7,501.6,71.65714286,0.59,208,1014,1014,1,1069.23,66.28
12/8/2022,December,Engagement,16,Campaign-7675Nt,Triple-buffered explicit model,Brand Awareness,Twitter,Awareness,Impressions,Direct,Subscribers,Public,0,21,103,0.17,9,383.93,42.65888889,0.18,76,984,984,1,1361.24,74.51
7/2/2023,July,Engagement,63,Campaign-7240AS,Down-sized tertiary leverage,Lead Generation,Twitter,Decision,Impressions,Social Media,Subscribers,Restricted,0,67,102,0.05,9,639.71,71.07888889,0.17,102,1025,1025,1,1428.34,295.51
1/3/2022,January,Click,58,Campaign-1792eW,Operative dynamic hub,Sales Conversion,LinkedIn,Awareness,Impressions,Referral,Subscribers,Restricted,0,58,92,0.14,13,803.02,61.77076923,0.68,176,1024,1024,1,563.36,155.52
7/7/2023,July,Click,11,Campaign-1634Og,Grass-roots encompassing system engine,Sales Conversion,Facebook,Decision,Impressions,Social Media,Returning Customers,Private,0,13,91,0.07,11,649.66,59.06,0.64,239,994,994,1,886.2,-18.97
11/9/2022,November,Ad Display,26,Campaign-6948bK,Managed context-sensitive firmware,Sales Conversion,Instagram,Consideration,Impressions,Referral,New Visitors,Restricted,0,31,97,0.08,13,611.84,47.06461538,0.47,24,1074,1074,1,1250.76,180.98
7/2/2023,July,Click,5,Campaign-0668xo,Extended bandwidth-monitored frame,Brand Awareness,Twitter,Awareness,Impressions,Referral,New Visitors,Private,0,10,101,0.03,10,334.7,33.47,0.2,87,963,963,1,1465.57,192.13
8/29/2022,August,Ad Display,53,Campaign-3211IM,Vision-oriented human-resource initiative,Brand Awareness,Facebook,Decision,Impressions,Direct,Segmented Audience,Restricted,0,55,88,0.18,5,572.38,114.476,0.41,191,1022,1022,1,1021.39,175.1
11/1/2023,November,Engagement,16,Campaign-2457Gp,Mandatory maximized superstructure,Brand Awareness,Facebook,Decision,Impressions,SEO,Segmented Audience,Private,0,20,103,0.19,13,546.07,42.00538462,0.6,211,995,995,1,863.34,15.64
3/1/2023,March,Ad Display,47,Campaign-6299lv,Cross-platform static architecture,Sales Conversion,Twitter,Consideration,Impressions,Referral,Returning Customers,Public,0,50,104,0.19,11,543.67,49.42454545,0.53,57,1030,1030,1,928.42,63.93
5/12/2022,May,Click,11,Campaign-2052gG,Realigned dynamic concept,Sales Conversion,Twitter,Awareness,Impressions,Social Media,Returning Customers,Public,0,11,109,0.05,8,760.56,95.07,0.59,64,1022,1022,1,1040.87,-29.33
6/12/2023,June,Click,21,Campaign-5931VV,Persevering content-based paradigm,Sales Conversion,Instagram,Decision,Impressions,SEO,Subscribers,Public,0,25,86,0.16,7,633.43,90.49,0.13,298,973,973,1,720.11,205.33
5/25/2022,May,Conversion,37,Campaign-8178NS,Multi-lateral web-enabled flexibility,Sales Conversion,Instagram,Awareness,Impressions,Referral,New Visitors,Private,0,37,104,0.17,5,514.47,102.894,0.06,215,991,991,1,926.36,81.03
4/27/2022,April,Conversion,58,Campaign-7459fn,Automated client-driven utilization,Sales Conversion,Facebook,Decision,Impressions,Email,Returning Customers,Private,0,59,94,0.09,16,323.83,20.239375,0.33,189,1000,1000,1,760.06,4.72
5/17/2022,May,Engagement,79,Campaign-0648Tv,Adaptive tangible hub,Sales Conversion,Instagram,Decision,Impressions,PPC,Subscribers,Restricted,0,83,106,0.03,10,391.69,39.169,0.49,240,972,972,1,1193.7,84.31
7/29/2022,July,Ad Display,16,Campaign-3954UY,Organic executive protocol,Sales Conversion,Facebook,Consideration,Impressions,PPC,Returning Customers,Private,0,16,94,0.06,6,254.1,42.35,0.81,282,1052,1052,1,1727.39,95.31
11/14/2023,November,Conversion,16,Campaign-1720Qg,Versatile non-volatile function,Lead Generation,Google Ads,Consideration,Impressions,Email,Subscribers,Restricted,0,21,81,0.2,7,574.49,82.07,0.89,168,993,993,1,1016.32,-97.38
6/4/2022,June,Ad Display,63,Campaign-7454Cb,Total responsive groupware,Brand Awareness,Instagram,Decision,Impressions,Email,Returning Customers,Private,0,66,104,0.01,11,701.55,63.77727273,0.74,51,1001,1001,1,769.94,293.49
5/9/2022,May,Conversion,53,Campaign-5535Ux,Enhanced stable access,Brand Awareness,Twitter,Awareness,Impressions,SEO,Segmented Audience,Restricted,0,57,99,0.05,15,533.8,35.58666667,0.83,184,991,991,1,352.03,44.89
8/10/2023,August,Conversion,32,Campaign-5630zO,Reduced explicit complexity,Brand Awareness,Instagram,Awareness,Impressions,PPC,Returning Customers,Restricted,0,35,97,0.1,10,301.51,30.151,0.29,17,961,961,1,992.74,174.34
4/9/2023,April,Ad Display,26,Campaign-9846YM,Assimilated leadingedge intranet,Lead Generation,LinkedIn,Decision,Impressions,PPC,Returning Customers,Public,0,30,108,0.16,8,384.18,48.0225,0.48,234,1020,1020,1,1217.08,27.93
9/17/2023,September,Ad Display,5,Campaign-0815bB,Decentralized intermediate secured line,Lead Generation,Twitter,Consideration,Impressions,PPC,Segmented Audience,Private,0,10,112,0.08,18,669.27,37.18166667,0.32,190,1073,1073,1,990.29,272.59
6/11/2023,June,Click,32,Campaign-2120QJ,Total secondary leverage,Lead Generation,Facebook,Consideration,Impressions,Email,New Visitors,Private,0,32,97,0.06,8,398.1,49.7625,0.86,152,1011,1011,1,189.57,-63.78
8/1/2022,August,Conversion,5,Campaign-4353Kf,Visionary attitude-oriented alliance,Sales Conversion,Twitter,Consideration,Impressions,SEO,Segmented Audience,Private,0,10,102,0.19,16,740,46.25,0.31,258,1017,1017,1,1003.28,99.64
7/13/2022,July,Conversion,37,Campaign-3654be,Persistent systematic structure,Sales Conversion,Instagram,Consideration,Impressions,Email,New Visitors,Restricted,0,42,106,0.2,9,765.03,85.00333333,0.08,70,920,920,1,491.58,288.69
12/4/2023,December,Engagement,37,Campaign-7463kU,Optional directional focus group,Brand Awareness,Facebook,Awareness,Impressions,Direct,Subscribers,Restricted,0,40,100,0.12,12,385.13,32.09416667,0.72,147,948,948,1,1395.23,286.61
12/14/2022,December,Click,42,Campaign-7020kK,De-engineered optimizing matrices,Sales Conversion,LinkedIn,Decision,Impressions,Email,New Visitors,Public,0,46,111,0.17,7,746.8,106.6857143,0.76,61,1008,1008,1,827.77,49.38
5/16/2023,May,Conversion,63,Campaign-0150Qo,Organized background project,Sales Conversion,Facebook,Decision,Impressions,Social Media,Subscribers,Public,0,64,95,0.02,11,534.6,48.6,0.3,212,1001,1001,1,948.56,265.35
10/18/2023,October,Engagement,47,Campaign-3744KY,Multi-channeled tangible instruction set,Lead Generation,Facebook,Decision,Impressions,Direct,New Visitors,Public,0,50,96,0.08,10,532.88,53.288,0.15,54,962,962,1,1345.43,249.64
4/18/2022,April,Click,63,Campaign-5857NG,Quality-focused fault-tolerant methodology,Sales Conversion,Twitter,Awareness,Impressions,Email,Subscribers,Public,0,68,99,0.18,8,390.62,48.8275,0.21,263,979,979,1,1015.29,-13.06
11/21/2023,November,Ad Display,26,Campaign-0323og,Phased local functionalities,Lead Generation,LinkedIn,Awareness,Impressions,Social Media,New Visitors,Restricted,0,31,87,0.14,12,549.07,45.75583333,0.12,47,958,958,1,1273.22,255.29
2/25/2022,February,Ad Display,68,Campaign-2109Jf,Re-contextualized fault-tolerant artificial intelligence,Lead Generation,Twitter,Awareness,Impressions,Email,New Visitors,Private,0,69,102,0.18,10,335.65,33.565,0.89,296,944,944,1,911.98,192.59
11/6/2022,November,Conversion,16,Campaign-9967PC,Customizable bi-directional archive,Sales Conversion,Google Ads,Awareness,Impressions,Social Media,Subscribers,Private,0,18,104,0.16,8,438.65,54.83125,0.31,90,986,986,1,1169.73,291.05
12/24/2023,December,Ad Display,42,Campaign-6098Ou,Fully-configurable system-worthy interface,Brand Awareness,Google Ads,Awareness,Impressions,Direct,Segmented Audience,Restricted,0,47,91,0.01,11,453.69,41.24454545,0.42,56,997,997,1,734.91,-24.44
3/28/2023,March,Engagement,63,Campaign-8329tJ,Organic asymmetric parallelism,Lead Generation,Instagram,Awareness,Impressions,Referral,Segmented Audience,Public,0,65,103,0.19,12,624.17,52.01416667,0.86,102,1013,1013,1,906.3,44.18
6/27/2022,June,Click,68,Campaign-4698Wd,Persistent secondary adapter,Lead Generation,Instagram,Decision,Impressions,SEO,Returning Customers,Private,0,69,91,0.01,6,460.84,76.80666667,0.96,93,985,985,1,620.21,136.21
7/20/2022,July,Click,74,Campaign-7993zq,Quality-focused context-sensitive circuit,Brand Awareness,LinkedIn,Decision,Impressions,SEO,New Visitors,Private,0,77,117,0.04,10,519.16,51.916,0.34,128,1003,1003,1,831.14,-43.44
10/31/2023,October,Conversion,5,Campaign-8415KT,Visionary stable installation,Lead Generation,Facebook,Awareness,Impressions,Referral,Subscribers,Public,0,10,87,0.08,15,214.99,14.33266667,0.62,209,1036,1036,1,1158.71,10.18
10/1/2023,October,Click,37,Campaign-4847Cg,Realigned systemic groupware,Lead Generation,Instagram,Decision,Impressions,PPC,Segmented Audience,Public,0,39,82,0.02,10,591.07,59.107,0.65,154,1034,1034,1,875.66,296.36
7/5/2022,July,Click,16,Campaign-9451TB,Down-sized system-worthy groupware,Sales Conversion,LinkedIn,Decision,Impressions,Email,Segmented Audience,Private,0,21,99,0.01,6,533.63,88.93833333,0.46,157,972,972,1,687.99,250.3
7/28/2022,July,Ad Display,37,Campaign-5015Lg,Diverse dynamic matrices,Sales Conversion,Google Ads,Consideration,Impressions,Email,New Visitors,Restricted,0,41,102,0.12,13,441.35,33.95,0.92,2,972,972,1,1223.26,240.63
12/30/2022,December,Conversion,16,Campaign-8390bb,Object-based composite attitude,Sales Conversion,Google Ads,Awareness,Impressions,Referral,New Visitors,Private,0,18,97,0.07,8,483.54,60.4425,0.53,234,1021,1021,1,939.09,229.94
6/20/2023,June,Click,58,Campaign-4718Qb,Multi-lateral cohesive knowledgebase,Brand Awareness,Facebook,Awareness,Impressions,Social Media,Segmented Audience,Restricted,0,60,97,0.02,10,510.91,51.091,0.03,32,991,991,1,1445.89,157.29
3/16/2022,March,Click,42,Campaign-7348tY,Cross-platform transitional collaboration,Lead Generation,Instagram,Decision,Impressions,PPC,New Visitors,Restricted,0,43,92,0.16,12,545.83,45.48583333,0.03,102,1001,1001,1,1762.31,200.59
11/7/2023,November,Click,42,Campaign-4369CE,Managed zero-defect alliance,Lead Generation,Google Ads,Consideration,Impressions,Email,Returning Customers,Public,0,47,122,0.02,16,540.57,33.785625,0.7,234,1030,1030,1,1027.79,81.94
8/21/2022,August,Conversion,26,Campaign-4509XM,Team-oriented bifurcated framework,Brand Awareness,Twitter,Consideration,Impressions,Referral,Returning Customers,Public,0,28,115,0.18,11,709.17,64.47,0.22,237,970,970,1,963.74,24.82
7/30/2022,July,Engagement,47,Campaign-9415Sf,Integrated even-keeled conglomeration,Sales Conversion,Instagram,Consideration,Impressions,Social Media,Segmented Audience,Private,0,52,97,0.08,6,671,111.8333333,0.05,16,968,968,1,1150.99,109.51
10/14/2022,October,Ad Display,74,Campaign-2674wr,Reduced static database,Brand Awareness,LinkedIn,Awareness,Impressions,Social Media,Returning Customers,Public,0,78,88,0.09,9,356.7,39.63333333,0.19,46,1062,1062,1,1036.35,65.52
5/5/2022,May,Ad Display,74,Campaign-9328DD,Object-based methodical structure,Brand Awareness,Twitter,Awareness,Impressions,Direct,New Visitors,Restricted,0,76,105,0.05,12,450.92,37.57666667,1,71,1010,1010,1,883.19,45.82
12/25/2022,December,Conversion,63,Campaign-4711Rl,Realigned 3rdgeneration flexibility,Sales Conversion,Instagram,Consideration,Impressions,Social Media,Subscribers,Restricted,0,66,85,0.11,13,625.58,48.12153846,0.62,257,1051,1051,1,1013.41,80.97
12/21/2022,December,Ad Display,26,Campaign-8045vx,Self-enabling zero-defect initiative,Lead Generation,Facebook,Decision,Impressions,Referral,New Visitors,Public,0,28,100,0.1,12,548.78,45.73166667,0.96,189,992,992,1,1154.93,296.24
12/4/2023,December,Conversion,53,Campaign-0652sE,Re-contextualized bifurcated framework,Sales Conversion,LinkedIn,Decision,Impressions,SEO,Returning Customers,Restricted,0,54,113,0.08,8,432.88,54.11,0.58,293,1014,1014,1,1269.09,164.52
1/23/2023,January,Engagement,26,Campaign-0884ur,Multi-layered needs-based neural-net,Brand Awareness,Twitter,Decision,Impressions,Direct,Subscribers,Restricted,0,28,128,0.15,12,549.24,45.77,0.3,213,943,943,1,1317.46,-64.14
1/13/2023,January,Engagement,74,Campaign-9515bZ,Multi-tiered executive frame,Lead Generation,Google Ads,Decision,Impressions,Direct,Subscribers,Public,0,76,94,0.01,12,545.45,45.45416667,0.25,144,1032,1032,1,553.03,202.9
5/1/2022,May,Engagement,58,Campaign-7925Ns,Configurable local standardization,Lead Generation,Facebook,Consideration,Impressions,Direct,Returning Customers,Public,0,62,96,0.01,8,541.76,67.72,0.9,82,1042,1042,1,842.59,214.05
9/15/2022,September,Ad Display,74,Campaign-4707kp,Face-to-face explicit leverage,Brand Awareness,Twitter,Consideration,Impressions,Email,New Visitors,Public,0,76,120,0.19,9,323.17,35.90777778,0.8,259,1001,1001,1,1071.43,179.65
11/2/2023,November,Click,11,Campaign-5310yC,Ameliorated disintermediate workforce,Brand Awareness,Google Ads,Decision,Impressions,SEO,New Visitors,Private,0,11,102,0.19,12,592.24,49.35333333,0.25,29,1045,1045,1,1043.33,123.86
10/5/2022,October,Engagement,79,Campaign-6905bR,Ameliorated bifurcated adapter,Lead Generation,Instagram,Consideration,Impressions,Direct,Segmented Audience,Private,0,79,82,0.09,7,560.16,80.02285714,0.03,161,1002,1002,1,1160.04,48.39
11/17/2023,November,Ad Display,26,Campaign-0743Sl,Managed interactive circuit,Brand Awareness,Google Ads,Consideration,Impressions,Direct,Returning Customers,Private,0,28,128,0.15,8,412.56,51.57,0.19,165,995,995,1,757.88,103.36
11/9/2022,November,Engagement,32,Campaign-7168dq,Innovative 6thgeneration benchmark,Lead Generation,Instagram,Consideration,Impressions,Social Media,New Visitors,Restricted,0,34,94,0.11,6,439.14,73.19,0.74,156,945,945,1,1419.48,-43.85
11/3/2023,November,Ad Display,68,Campaign-1200qB,Cross-platform fault-tolerant Local Area Network,Sales Conversion,Twitter,Consideration,Impressions,Direct,Returning Customers,Private,0,71,106,0.13,13,686.67,52.82076923,0.69,80,1006,1006,1,593.89,42.2
2/12/2022,February,Click,47,Campaign-8941vE,Integrated user-facing challenge,Lead Generation,Instagram,Awareness,Impressions,Referral,Segmented Audience,Public,0,49,99,0.14,16,740.67,46.291875,0.46,150,1045,1045,1,1267.11,124.27
3/22/2022,March,Conversion,21,Campaign-9545od,Optimized eco-centric throughput,Sales Conversion,Twitter,Decision,Impressions,PPC,Segmented Audience,Restricted,0,24,93,0.11,11,222.96,20.26909091,0.12,85,1015,1015,1,1227.15,-28.29
5/28/2023,May,Ad Display,32,Campaign-8378Tb,Multi-lateral empowering instruction set,Brand Awareness,LinkedIn,Consideration,Impressions,PPC,New Visitors,Restricted,0,34,69,0.09,12,524.88,43.74,0.84,280,1061,1061,1,1400,75.09
12/24/2022,December,Ad Display,68,Campaign-6508mT,Operative optimal workforce,Lead Generation,Google Ads,Awareness,Impressions,Direct,New Visitors,Public,0,72,115,0.02,6,468.48,78.08,0.48,177,983,983,1,918.74,29.3
6/8/2022,June,Ad Display,16,Campaign-1830UI,Programmable fault-tolerant orchestration,Sales Conversion,Facebook,Consideration,Impressions,SEO,Segmented Audience,Public,0,17,93,0.04,7,515.66,73.66571429,0.81,81,956,956,1,815.03,214.8
8/11/2023,August,Engagement,63,Campaign-5239FI,Polarized intermediate encoding,Lead Generation,Google Ads,Decision,Impressions,SEO,Subscribers,Public,0,65,92,0.01,10,607.08,60.708,0.93,117,965,965,1,534.65,-56.44
2/27/2022,February,Ad Display,21,Campaign-7627ql,Triple-buffered responsive conglomeration,Lead Generation,Facebook,Awareness,Impressions,Email,Returning Customers,Public,0,25,97,0.11,10,528.63,52.863,0.75,251,1078,1078,1,519.83,-25.35
11/4/2022,November,Conversion,63,Campaign-0545Or,Synchronized logistical forecast,Sales Conversion,Twitter,Decision,Impressions,Direct,New Visitors,Private,0,66,98,0.16,10,395.97,39.597,0.6,16,1011,1011,1,1613.45,99.62
3/4/2022,March,Ad Display,58,Campaign-3600XR,Devolved bandwidth-monitored open system,Brand Awareness,LinkedIn,Decision,Impressions,Email,New Visitors,Public,0,63,91,0.15,15,270.18,18.012,0.86,231,1027,1027,1,617.96,-25.61
12/19/2023,December,Conversion,68,Campaign-1295Kk,Enterprise-wide clear-thinking extranet,Lead Generation,Google Ads,Consideration,Impressions,Referral,Subscribers,Private,0,73,98,0.06,12,510.25,42.52083333,0.87,86,1023,1023,1,1600.73,29.23
9/14/2022,September,Conversion,63,Campaign-0082Lj,Vision-oriented executive focus group,Sales Conversion,LinkedIn,Consideration,Impressions,SEO,New Visitors,Private,0,64,88,0.08,12,564.37,47.03083333,0,130,978,978,1,1370.84,-46.02
3/31/2022,March,Ad Display,63,Campaign-1228lA,Customer-focused foreground budgetary management,Lead Generation,LinkedIn,Consideration,Impressions,Email,Segmented Audience,Private,0,68,91,0.04,10,354.01,35.401,0.39,207,987,987,1,1177.88,-38.83
7/11/2022,July,Engagement,79,Campaign-6054wX,Adaptive dedicated architecture,Brand Awareness,Twitter,Decision,Impressions,PPC,Segmented Audience,Restricted,0,79,92,0.03,11,409.61,37.23727273,0.68,16,1055,1055,1,859.34,50.25
3/19/2023,March,Click,32,Campaign-9039ax,Re-engineered system-worthy functionalities,Brand Awareness,Facebook,Decision,Impressions,PPC,Subscribers,Private,0,32,105,0.05,10,280.29,28.029,0.71,291,996,996,1,1348.82,290.44
4/14/2023,April,Conversion,21,Campaign-5519RR,Progressive 6thgeneration flexibility,Brand Awareness,Instagram,Awareness,Impressions,Direct,Returning Customers,Restricted,0,26,99,0.09,12,630.13,52.51083333,0.05,264,1039,1039,1,844.39,1.09
7/11/2022,July,Click,42,Campaign-5516mx,Robust solution-oriented matrix,Sales Conversion,Google Ads,Decision,Impressions,Referral,Segmented Audience,Restricted,0,45,100,0.14,7,525.83,75.11857143,0.28,210,965,965,1,1227.02,17.33
2/5/2022,February,Ad Display,53,Campaign-9423Hl,Optimized bottom-line concept,Brand Awareness,Twitter,Decision,Impressions,Email,Subscribers,Restricted,0,54,85,0.01,12,494.62,41.21833333,0.57,38,995,995,1,626.57,-5.24
7/5/2022,July,Ad Display,47,Campaign-9281uL,Function-based systemic strategy,Brand Awareness,LinkedIn,Decision,Impressions,Email,New Visitors,Public,0,48,86,0.04,8,518.22,64.7775,0.72,87,989,989,1,1350.3,231.53
6/23/2023,June,Click,37,Campaign-9891Nk,Ergonomic discrete policy,Sales Conversion,Google Ads,Awareness,Impressions,PPC,Segmented Audience,Public,0,38,81,0.17,14,463.21,33.08642857,0.18,201,1022,1022,1,817.59,119.03
7/27/2022,July,Click,53,Campaign-5474Cl,Intuitive contextually-based alliance,Sales Conversion,LinkedIn,Consideration,Impressions,Social Media,New Visitors,Private,0,57,103,0.16,13,554.22,42.63230769,0.53,48,991,991,1,1028.6,136.15
2/26/2023,February,Engagement,58,Campaign-6651uj,Business-focused 24hour customer loyalty,Brand Awareness,Instagram,Decision,Impressions,Email,Segmented Audience,Restricted,0,59,128,0.09,13,532.94,40.99538462,0.39,59,1036,1036,1,913.96,145.39
6/6/2022,June,Conversion,16,Campaign-4257Xf,Cross-platform uniform software,Lead Generation,LinkedIn,Awareness,Impressions,Social Media,New Visitors,Restricted,0,20,109,0.18,10,590.02,59.002,0.04,102,988,988,1,1379.51,28.46
1/31/2022,January,Click,37,Campaign-5545jA,Business-focused modular array,Brand Awareness,Twitter,Consideration,Impressions,PPC,New Visitors,Restricted,0,37,107,0.19,11,539.04,49.00363636,0.55,213,950,950,1,1424.23,135.15
2/11/2023,February,Click,16,Campaign-3329DM,Integrated dedicated middleware,Sales Conversion,Facebook,Consideration,Impressions,Direct,New Visitors,Private,0,21,99,0.2,10,738.82,73.882,0.09,135,979,979,1,1638.68,297.11
11/26/2022,November,Conversion,26,Campaign-6930xi,Multi-channeled transitional product,Brand Awareness,Facebook,Awareness,Impressions,Email,Returning Customers,Restricted,0,30,92,0.1,8,498.53,62.31625,0.79,75,975,975,1,1019.57,265.14
3/17/2023,March,Conversion,47,Campaign-0769Zg,Optimized cohesive throughput,Sales Conversion,LinkedIn,Decision,Impressions,PPC,Subscribers,Private,0,50,89,0.08,16,410.14,25.63375,0.41,143,1018,1018,1,1076.68,36.19
6/10/2023,June,Ad Display,58,Campaign-0649Sm,Front-line tertiary middleware,Brand Awareness,Twitter,Awareness,Impressions,Direct,Returning Customers,Restricted,0,59,126,0.04,12,335.09,27.92416667,0.57,256,1046,1046,1,758.22,-83.27
3/15/2022,March,Engagement,11,Campaign-6093zN,Team-oriented next generation paradigm,Lead Generation,Instagram,Decision,Impressions,Social Media,New Visitors,Private,0,15,95,0.06,10,207.09,20.709,0.76,91,996,996,1,1193.03,-30.37
10/5/2023,October,Engagement,47,Campaign-7796zz,Down-sized logistical info-mediaries,Lead Generation,Facebook,Decision,Impressions,Direct,Subscribers,Public,0,48,118,0.05,17,406.97,23.93941176,0.96,205,1009,1009,1,1084.26,58.8
4/27/2023,April,Conversion,32,Campaign-0422uh,Exclusive actuating moderator,Lead Generation,LinkedIn,Awareness,Impressions,Social Media,New Visitors,Restricted,0,36,102,0.2,10,428.68,42.868,0.01,104,978,978,1,1186.85,-33.08
10/16/2022,October,Ad Display,84,Campaign-8972Ky,Virtual regional process improvement,Sales Conversion,Instagram,Decision,Impressions,PPC,Returning Customers,Restricted,0,85,97,0.01,6,504.36,84.06,0.29,151,1032,1032,1,464.33,193
6/2/2023,June,Conversion,53,Campaign-3240DY,Optimized non-volatile structure,Sales Conversion,LinkedIn,Consideration,Impressions,Email,Segmented Audience,Private,0,53,101,0.06,11,413.44,37.58545455,0.18,205,994,994,1,477.04,-66.37
1/21/2022,January,Engagement,16,Campaign-5758Wo,Proactive coherent installation,Lead Generation,Google Ads,Decision,Impressions,Referral,Returning Customers,Restricted,0,18,98,0.04,8,287.87,35.98375,0.32,258,1052,1052,1,1035.44,-4.34
8/24/2022,August,Ad Display,53,Campaign-4907Si,Seamless multimedia migration,Lead Generation,Facebook,Awareness,Impressions,Email,Subscribers,Private,0,57,87,0.2,9,390.89,43.43222222,0.75,102,1024,1024,1,519.28,81.68
7/20/2022,July,Ad Display,42,Campaign-4350sN,Synergized asynchronous conglomeration,Brand Awareness,Facebook,Decision,Impressions,Email,Subscribers,Private,0,45,89,0.03,10,516.36,51.636,0.78,14,1050,1050,1,1463.35,-1.39
3/18/2022,March,Click,21,Campaign-6303YM,Re-engineered composite functionalities,Brand Awareness,Google Ads,Decision,Impressions,Email,Segmented Audience,Restricted,0,26,95,0.19,8,513.95,64.24375,0.36,33,1020,1020,1,1152.14,41.41
6/4/2023,June,Engagement,74,Campaign-6249ZJ,Secured cohesive pricing structure,Sales Conversion,Google Ads,Decision,Impressions,PPC,Segmented Audience,Private,0,78,98,0.18,11,529.07,48.09727273,0.63,239,1025,1025,1,973.12,64.41
1/24/2022,January,Click,74,Campaign-3269QV,Open-source high-level project,Brand Awareness,Twitter,Consideration,Impressions,SEO,Subscribers,Private,0,77,105,0.1,5,647.03,129.406,0.73,187,971,971,1,684.28,148.72
12/11/2023,December,Conversion,53,Campaign-7579TZ,Seamless interactive protocol,Lead Generation,LinkedIn,Awareness,Impressions,SEO,New Visitors,Restricted,0,55,107,0.17,14,549.05,39.21785714,0.98,108,1057,1057,1,338.54,-32.22
12/4/2022,December,Click,21,Campaign-2096QB,Operative explicit database,Brand Awareness,LinkedIn,Awareness,Impressions,Referral,New Visitors,Public,0,22,115,0.15,10,644.27,64.427,0.74,204,975,975,1,996.83,141.65
5/6/2022,May,Click,63,Campaign-5424Fq,Open-architected incremental paradigm,Lead Generation,Instagram,Consideration,Impressions,Referral,New Visitors,Private,0,65,99,0.13,11,286.99,26.09,0.35,223,1017,1017,1,522.42,290.36
5/28/2023,May,Conversion,74,Campaign-6937Zm,Operative motivating strategy,Lead Generation,LinkedIn,Decision,Impressions,SEO,Subscribers,Public,0,78,88,0.01,10,382.99,38.299,0.29,17,968,968,1,957.89,272.09
8/30/2023,August,Click,11,Campaign-2770VV,Face-to-face uniform knowledgebase,Lead Generation,Facebook,Consideration,Impressions,SEO,Subscribers,Private,0,15,100,0.05,7,409.08,58.44,0.08,48,920,920,1,636.9,90.97
11/14/2022,November,Click,58,Campaign-6384SB,Configurable 24/7 software,Lead Generation,Google Ads,Decision,Impressions,PPC,Segmented Audience,Public,0,62,112,0.08,14,726.3,51.87857143,0.92,192,1004,1004,1,676.42,242.37
8/2/2022,August,Click,84,Campaign-1442jW,Synergized optimizing leverage,Brand Awareness,Twitter,Consideration,Impressions,PPC,Returning Customers,Restricted,0,86,86,0.19,12,646.12,53.84333333,0.27,276,1003,1003,1,1963.6,44.28
10/5/2023,October,Engagement,84,Campaign-3422wn,Progressive 5thgeneration Graphic Interface,Lead Generation,Twitter,Decision,Impressions,Referral,Segmented Audience,Public,0,85,114,0.07,8,264.14,33.0175,0.76,104,985,985,1,756.89,50.69
3/23/2022,March,Conversion,84,Campaign-9920gi,Mandatory zero-defect time-frame,Lead Generation,Facebook,Decision,Impressions,Email,Segmented Audience,Public,0,89,111,0.16,6,709.17,118.195,0.47,259,976,976,1,1704.23,-70.39
